name,latitude,longitude,address,phone,status,category,image_url
كازيون ماركت,30.0081691,31.1885213,,,,4.0(95),
كازيون,30.4667753,31.1807593,,,,3.9(263),
Ait Ourir,31.5645365,-7.6628174,,,,摩洛哥,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noqNlTbYAZOKu_R1qQ51n5Ij6r7Ux2AzrB86hShZJ0uyM7j5aaPYaOrqGdzM2tFc7M6-aNsODI6BVeo3yUl0g_N1jsJ8mHpFpOuHe37bY4GLr98JGrdgRT_l12iO5fGAm3q1Za_=w80-h92-p-k-no
Fish Market,31.5144996,-9.768163,,+212 656-533731,,"4.0(1,017)",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr30hPmLCILoTajX56UGPRv61PlrFvCpVY1luPBgPHymgrE2_PPYvmyAi01OSmM2MQz8s2olnoSepQMFHqtEH4v4Iq_LjXBh72wZxhcDaDZug3jcZ-2W-dlKtrkJS-_WCuBqFFf=w122-h92-k-no
Souk essaouira,31.514159,-9.7685657,,,,4.8(12),https://lh3.googleusercontent.com/gps-cs-s/AC9h4npa_h5t7e93d_yfBqXoaPDCGCtNnKJ-g19lW8a8GhL5pHlJxQsxT-60xSioYA_MLyHyfAYZGTMLAd-IE8NyiOPhlWUslxCR469GppA1OQHDesbfAn66JtBVs8WS7JtDT_szlcxytw=w80-h106-k-no
Kazyon Market - كازيون ماركت,31.656269,-8.0325698,,,,4.4(8),https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrSIn5msuRME-pyP_pdI66mAhHUWfpcnle1RxOcjgDmO9I8BDCVW9MXY8fuE5tqyhcNk_WZuFZfQCaEJYluiyucd0vScpMJ019ae-d_E_FbEKCsDj681Q-K5Mk0mzofEEt-RfJo5dE9rakw=w80-h106-k-no
Kazyon Market - (hard discount market),31.6001988,-8.0518664,,+212 606-353780,,5.0(3),
Market Phone,30.4005505,-9.554274,,+212 619-880838,,4.0(2),
كازيون ماركت - Kazyon Market,31.6588232,-8.0222605,,,,4.0(1),
Kazyon Market,33.9229611,-6.9348419,,,,4.0(26),
Souk Al Houria,30.3579216,-9.525986,,+212 659-392354,,4.1(533),
Ait Amira,30.1752667,-9.4867182,,,,摩洛哥,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqdyndCstgjTsVu6K6xvjTVyCnyMT48FJkt3hzswSMs4zfoPa7Jw5Es5Y2_vYlD9Yo9oQ-EJccR9_bG3kQKHIGP2bJ4-nupEACzdVXRKZT0VC80nQIvwklEnULdy4xzzEO3wX0=w80-h92-p-k-no
Kazyon Market - Oulad Oujih Kénitra,34.2533574,-6.6236301,,,,5.0(2),
Marjane Market - Oulad Teima,30.3945636,-9.2100872,,+212 658-495125,,4.6(32),
City Market,29.7048805,-9.7434108,,+212 770-040361,,4.4(55),https://lh3.googleusercontent.com/p/AF1QipPfNgArUqFblzc2cTYnXIXvVdpdexBwH1jFQc5s=w163-h92-k-no
